"="" non-Fabric is measured per yard, ""","=""M3278715""","ids:9,266,370",Fabrics,active,30's Playtime,30's Playtime,"<p>&nbsp;</p><p><span style=""font-size: 12pt; color: #ff0000;""><strong>Sale Item - Minimum Cut 0.5 metre. &nbsp;</strong></span></p><p>Orders will be processed in the order in which they are received.</p><p>If we don't have enough of the quantity you have requested remaining in stock, we will send you what amount we do have, unless you state otherwise in the Notes box above as you add fabrics to your cart. We will then adjust the total cost we charge you as necessary.</p>",per yard,both,yes,,,13728915,"=""M3278715""","=""""","=""""",,,,18344,0.2,19.5,12,0,19.5,12,0,0,1,06/04/2016
"="" DeptCode.isEmpty, ""","=""13853688""","ids:92,365,370",,active,4.5 inch 60 degree triangle,"Triangle Rulers 60 Degree Top Trimmed1/4"" tip has been taken off. Similar to the standard 60 degree Triangle ruler but  with the top corner trimmed off to the seam allowance line reducing fabric wastage and the amount of trimming required. ",,each,both,yes,,,17687702,"=""VT4560""","=""""","=""""",,,,18344,0,12.5,0,0,,,,,0,02/26/2016
"="" DeptCode.isEmpty, ""","=""1458962908-16""","ids:75,370",,active,8.5 inch 60 degree triangle,Triangle Rulers 60 Degree Top Trimmed,"<h2><span>Triangle Rulers, 60 Degree Top Trimmed</span></h2><p><span>1/4"" tip has been taken off. Similar to the standard 60 degree Triangle ruler, but&nbsp; with the top corner trimmed off to the seam allowance line, reducing fabric wastage and the amount of trimming required.&nbsp;</span></p>",each,both,yes,,,18900292,"=""VT8560""","=""""","=""""",,,,18344,0,21.5,0,0,,,0,0,1,03/25/2016
"="" DeptCode.isEmpty, ""","=""13853696""","ids:75,370",,active,9 Degree Wedge,"Possessing the same fluorescent qualities as the Matilda own Imperial Fibre Optic Rulers. An absolute must for accurate quilting blocks.22.5 inches long.",,each,both,yes,,,17687714,"=""VR09""","=""""","=""""",,,,18344,0.6,23.5,0,0,,,,,0,02/26/2016
"="" DeptCode.isEmpty, ""","=""13853701""","ids:76,370",,active,9.5 inch 60 degree triangle,"Triangle Rulers 60 Degree Top TrimmedThe top 1/4"" tip has been taken off. Similar to the standard 60 degree Triangle ruler but with the top corner trimmed off to the seam allowance line reducing fabric wastage and the amount of trimming required.",,each,both,yes,,,17687724,"=""VT9560""","=""""","=""""",,,,18344,0,23.5,0,0,,,,,0,02/26/2016
"="" non-Fabric is measured per yard, ""","=""L00504-3""","ids:9,147,370",Fabrics,active,A Wandering Mind,A Wandering Mind,"<p>&nbsp;</p><p><span style=""font-size: 12pt; color: #ff0000;""><strong>Sale Item - Minimum Cut 0.5 metre. &nbsp;</strong></span></p><p>Orders will be processed in the order in which they are received.</p><p>If we don't have enough of the quantity you have requested remaining in stock, we will send you what amount we do have, unless you state otherwise in the Notes box above as you add fabrics to your cart. We will then adjust the total cost we charge you as necessary.</p>",per yard,both,yes,,,13728941,"=""L00504-3""","=""""","=""""",,,,18344,0.18,18.5,12,0,18.5,12,0,0,1,12/23/2015
"="" non-Fabric is measured per yard, ""","=""L00507-3""","ids:9,147,370",Fabrics,active,A Wandering Mind,A Wandering Mind,"<p>&nbsp;</p><p><span style=""font-size: 12pt; color: #ff0000;""><strong>Sale Item - Minimum Cut 0.5 metre. &nbsp;</strong></span></p><p>Orders will be processed in the order in which they are received.</p><p>If we don't have enough of the quantity you have requested remaining in stock, we will send you what amount we do have, unless you state otherwise in the Notes box above as you add fabrics to your cart. We will then adjust the total cost we charge you as necessary.</p>",per yard,both,yes,,,13728942,"=""L00507-3""","=""""","=""""",,,,18344,0.18,18.5,12,0,18.5,12,0,0,1,12/23/2015
"="" non-Fabric is measured per yard, ""","=""L00507-6""","ids:9,147,370",Fabrics,active,A Wandering Mind,A Wandering Mind,"<p>&nbsp;</p><p><span style=""font-size: 12pt; color: #ff0000;""><strong>Sale Item - Minimum Cut 0.5 metre. &nbsp;</strong></span></p><p>Orders will be processed in the order in which they are received.</p><p>If we don't have enough of the quantity you have requested remaining in stock, we will send you what amount we do have, unless you state otherwise in the Notes box above as you add fabrics to your cart. We will then adjust the total cost we charge you as necessary.</p>",per yard,both,yes,,,13728943,"=""L00507-6""","=""""","=""""",,,,18344,0.18,18.5,12,0,18.5,12,0,0,1,12/23/2015
"="" non-Fabric is measured per yard, ""","=""L00506-3""","ids:9,147,370",Fabrics,active,A Wandering Mind,A Wandering Mind,"<p>&nbsp;</p><p><span style=""font-size: 12pt; color: #ff0000;""><strong>Sale Item - Minimum Cut 0.5 metre. &nbsp;</strong></span></p><p>Orders will be processed in the order in which they are received.</p><p>If we don't have enough of the quantity you have requested remaining in stock, we will send you what amount we do have, unless you state otherwise in the Notes box above as you add fabrics to your cart. We will then adjust the total cost we charge you as necessary.</p>",per yard,both,yes,,,13728948,"=""L00506-3""","=""""","=""""",,,,18344,0.18,18.5,12,0,18.5,12,0,0,1,12/23/2015
"="" non-Fabric is measured per yard, ""","=""L00507-2""","ids:9,147,370",Fabrics,active,A Wandering Mind,A Wandering Mind,"<p>&nbsp;</p><p><span style=""font-size: 12pt; color: #ff0000;""><strong>Sale Item - Minimum Cut 0.5 metre. &nbsp;</strong></span></p><p>Orders will be processed in the order in which they are received.</p><p>If we don't have enough of the quantity you have requested remaining in stock, we will send you what amount we do have, unless you state otherwise in the Notes box above as you add fabrics to your cart. We will then adjust the total cost we charge you as necessary.</p>",per yard,both,yes,,,13728951,"=""L00507-2""","=""""","=""""",,,,18344,0.18,18.5,12,0,18.5,12,0,0,1,12/23/2015
"="" DeptCode.isEmpty, ""","=""1458962908-17""","ids:53,54,59,60,370",,active,Adding Layers,15 Original Quilt Projects from Kathy Doughty of Material Obsession.,"<span>Y</span><span>our illustrated guide to developing an artful understanding of your quilting process. In its 15 original projects, you&rsquo;ll be inspired to experiment with textiles, tools, and techniques to create vibrant quilts. As you add these new &ldquo;layers&rdquo; of complexity into your designs, you&rsquo;ll discover added interest and depth in your quilting experience.</span>",each,both,yes,,,18900293,"=""11036""","=""""","=""""",,,,18344,3,36.9,,,,,0,0,1,03/25/2016
"="" DeptCode.isEmpty, ""","=""1463887792-78""","ids:5,155,379",,active,AFRX-14469-2 BLACK by Carolyn Friedlander from Widescreen,"100% COTTON
Width: 108'' wide",,per yard,both,yes,,,20919485,"=""AFRX-14469-2""","=""""","=""""",,,,18344,0.2,36.9,0,,36.9,,0,0,0,05/21/2016
"="" DeptCode.isEmpty, ""","=""24287236""",ids:505,,active,Afternoon Tea Party - Tea Cozy,Afternoon Tea Party - Tea Cozy,"Fits 6 to 8 cup teapots. Instructions for smaller &amp; largerpots included. Full color instructions with pictures. Fatquarter friendly. Make with two fabrics, 1/4 yardeach. Quilt batting inside the cozy.",each,both,yes,,,30519802,"=""PSBD104""","=""720825417219""","=""PSB104""",,,,18344,0.1,18.9,,,18.9,,,,0,02/06/2017
"="" non-Fabric is measured per yard, ""","=""1460286050-0""","ids:370,385",Fabrics,active,Akahana,Prints include a beautiful peony print on black a peony border stripe with lots of cutting options a tone-on-tone Sashiko texture cranes in flight two smaller florals and a cloudlike texture with lovely gold dots.,"<span>The&nbsp;</span><em>Akahana</em><span>&nbsp;collection features an Asian panel with two graceful red-crowned cranes in flight on a background of bright red peonies and swirling ribbons reminiscent of the traditional ribbon dance. The cranes, peonies, and ribbons are enhanced with fine gold metallic highlights that add an elegant touch. Companion prints include a beautiful peony print on black, a peony border stripe with lots of cutting options, a tone-on-tone Sashiko texture, cranes in flight, two smaller florals, and a cloudlike texture with lovely gold dots.</span><br /><br /><span>Simply frame the panel with the border stripe and layer, quilt, and bind for a quick wall hanging. The collection is also perfect for pieced quilts, table runners, placemats, and pillows featuring fan, kimono, tea bowl, and lantern blocks. Or, have a little fun with the panel and stitch up the stunning quilt and tablemat designed by Gina Gempesaw for the&nbsp;</span><em>Akahana</em><span>&nbsp;collection.&nbsp;</span>",per yard,both,yes,,,19416305,"=""RR25820Black""","=""""","=""""",,,,18344,0.2,24.9,0,0,,,0,0,0,04/10/2016
"="" non-Fabric is measured per yard, ""","=""1460286050-1""","ids:370,385",Fabrics,active,Akahana,Prints include a beautiful peony print on black a peony border stripe with lots of cutting options a tone-on-tone Sashiko texture cranes in flight two smaller florals and a cloudlike texture with lovely gold dots.,"<span>The&nbsp;</span><em>Akahana</em><span>&nbsp;collection features an Asian panel with two graceful red-crowned cranes in flight on a background of bright red peonies and swirling ribbons reminiscent of the traditional ribbon dance. The cranes, peonies, and ribbons are enhanced with fine gold metallic highlights that add an elegant touch. Companion prints include a beautiful peony print on black, a peony border stripe with lots of cutting options, a tone-on-tone Sashiko texture, cranes in flight, two smaller florals, and a cloudlike texture with lovely gold dots.</span><br /><br /><span>Simply frame the panel with the border stripe and layer, quilt, and bind for a quick wall hanging. The collection is also perfect for pieced quilts, table runners, placemats, and pillows featuring fan, kimono, tea bowl, and lantern blocks. Or, have a little fun with the panel and stitch up the stunning quilt and tablemat designed by Gina Gempesaw for the&nbsp;</span><em>Akahana</em><span>&nbsp;collection.&nbsp;</span>",per yard,both,yes,,,19416306,"=""RR25821Mul""","=""""","=""""",,,,18344,0.2,24.9,0,0,,,0,0,0,04/10/2016
"="" non-Fabric is measured per yard, ""","=""1460286050-2""","ids:370,385",Fabrics,active,Akahana,Prints include a beautiful peony print on black a peony border stripe with lots of cutting options a tone-on-tone Sashiko texture cranes in flight two smaller florals and a cloudlike texture with lovely gold dots.,"<span>The&nbsp;</span><em>Akahana</em><span>&nbsp;collection features an Asian panel with two graceful red-crowned cranes in flight on a background of bright red peonies and swirling ribbons reminiscent of the traditional ribbon dance. The cranes, peonies, and ribbons are enhanced with fine gold metallic highlights that add an elegant touch. Companion prints include a beautiful peony print on black, a peony border stripe with lots of cutting options, a tone-on-tone Sashiko texture, cranes in flight, two smaller florals, and a cloudlike texture with lovely gold dots.</span><br /><br /><span>Simply frame the panel with the border stripe and layer, quilt, and bind for a quick wall hanging. The collection is also perfect for pieced quilts, table runners, placemats, and pillows featuring fan, kimono, tea bowl, and lantern blocks. Or, have a little fun with the panel and stitch up the stunning quilt and tablemat designed by Gina Gempesaw for the&nbsp;</span><em>Akahana</em><span>&nbsp;collection.&nbsp;</span>",per yard,both,yes,,,19416307,"=""RR25822Green""","=""""","=""""",,,,18344,0.2,24.9,0,0,,,0,0,0,04/10/2016
"="" non-Fabric is measured per yard, ""","=""1460286050-3""","ids:370,385",Fabrics,active,Akahana,Prints include a beautiful peony print on black a peony border stripe with lots of cutting options a tone-on-tone Sashiko texture cranes in flight two smaller florals and a cloudlike texture with lovely gold dots.,"<span>The&nbsp;</span><em>Akahana</em><span>&nbsp;collection features an Asian panel with two graceful red-crowned cranes in flight on a background of bright red peonies and swirling ribbons reminiscent of the traditional ribbon dance. The cranes, peonies, and ribbons are enhanced with fine gold metallic highlights that add an elegant touch. Companion prints include a beautiful peony print on black, a peony border stripe with lots of cutting options, a tone-on-tone Sashiko texture, cranes in flight, two smaller florals, and a cloudlike texture with lovely gold dots.</span><br /><br /><span>Simply frame the panel with the border stripe and layer, quilt, and bind for a quick wall hanging. The collection is also perfect for pieced quilts, table runners, placemats, and pillows featuring fan, kimono, tea bowl, and lantern blocks. Or, have a little fun with the panel and stitch up the stunning quilt and tablemat designed by Gina Gempesaw for the&nbsp;</span><em>Akahana</em><span>&nbsp;collection.&nbsp;</span>",per yard,both,yes,,,19416308,"=""RR25822Red""","=""""","=""""",,,,18344,0.2,24.9,0,0,,,0,0,0,04/10/2016
"="" non-Fabric is measured per yard, ""","=""1460286050-4""","ids:370,385",Fabrics,active,Akahana,Prints include a beautiful peony print on black a peony border stripe with lots of cutting options a tone-on-tone Sashiko texture cranes in flight two smaller florals and a cloudlike texture with lovely gold dots.,"<span>The&nbsp;</span><em>Akahana</em><span>&nbsp;collection features an Asian panel with two graceful red-crowned cranes in flight on a background of bright red peonies and swirling ribbons reminiscent of the traditional ribbon dance. The cranes, peonies, and ribbons are enhanced with fine gold metallic highlights that add an elegant touch. Companion prints include a beautiful peony print on black, a peony border stripe with lots of cutting options, a tone-on-tone Sashiko texture, cranes in flight, two smaller florals, and a cloudlike texture with lovely gold dots.</span><br /><br /><span>Simply frame the panel with the border stripe and layer, quilt, and bind for a quick wall hanging. The collection is also perfect for pieced quilts, table runners, placemats, and pillows featuring fan, kimono, tea bowl, and lantern blocks. Or, have a little fun with the panel and stitch up the stunning quilt and tablemat designed by Gina Gempesaw for the&nbsp;</span><em>Akahana</em><span>&nbsp;collection.&nbsp;</span>",per yard,both,yes,,,19416309,"=""RR25823Black""","=""""","=""""",,,,18344,0.2,24.9,0,0,,,0,0,0,04/10/2016
"="" non-Fabric is measured per yard, ""","=""1460286050-5""","ids:370,385",Fabrics,active,Akahana,Prints include a beautiful peony print on black a peony border stripe with lots of cutting options a tone-on-tone Sashiko texture cranes in flight two smaller florals and a cloudlike texture with lovely gold dots.,"<span>The&nbsp;</span><em>Akahana</em><span>&nbsp;collection features an Asian panel with two graceful red-crowned cranes in flight on a background of bright red peonies and swirling ribbons reminiscent of the traditional ribbon dance. The cranes, peonies, and ribbons are enhanced with fine gold metallic highlights that add an elegant touch. Companion prints include a beautiful peony print on black, a peony border stripe with lots of cutting options, a tone-on-tone Sashiko texture, cranes in flight, two smaller florals, and a cloudlike texture with lovely gold dots.</span><br /><br /><span>Simply frame the panel with the border stripe and layer, quilt, and bind for a quick wall hanging. The collection is also perfect for pieced quilts, table runners, placemats, and pillows featuring fan, kimono, tea bowl, and lantern blocks. Or, have a little fun with the panel and stitch up the stunning quilt and tablemat designed by Gina Gempesaw for the&nbsp;</span><em>Akahana</em><span>&nbsp;collection.&nbsp;</span>",per yard,both,yes,,,19416310,"=""RR25825Pink""","=""""","=""""",,,,18344,0.2,24.9,0,0,,,0,0,0,04/10/2016
"="" non-Fabric is measured per yard, ""","=""1460286050-6""","ids:370,385",Fabrics,active,Akahana,Prints include a beautiful peony print on black a peony border stripe with lots of cutting options a tone-on-tone Sashiko texture cranes in flight two smaller florals and a cloudlike texture with lovely gold dots.,"<span>The&nbsp;</span><em>Akahana</em><span>&nbsp;collection features an Asian panel with two graceful red-crowned cranes in flight on a background of bright red peonies and swirling ribbons reminiscent of the traditional ribbon dance. The cranes, peonies, and ribbons are enhanced with fine gold metallic highlights that add an elegant touch. Companion prints include a beautiful peony print on black, a peony border stripe with lots of cutting options, a tone-on-tone Sashiko texture, cranes in flight, two smaller florals, and a cloudlike texture with lovely gold dots.</span><br /><br /><span>Simply frame the panel with the border stripe and layer, quilt, and bind for a quick wall hanging. The collection is also perfect for pieced quilts, table runners, placemats, and pillows featuring fan, kimono, tea bowl, and lantern blocks. Or, have a little fun with the panel and stitch up the stunning quilt and tablemat designed by Gina Gempesaw for the&nbsp;</span><em>Akahana</em><span>&nbsp;collection.&nbsp;</span>",per yard,both,yes,,,19416311,"=""RR25826Green""","=""""","=""""",,,,18344,0.2,24.9,0,0,,,0,0,0,04/10/2016
"="" non-Fabric is measured per yard, ""","=""1460286050-7""","ids:370,385",Fabrics,active,Akahana,Prints include a beautiful peony print on black a peony border stripe with lots of cutting options a tone-on-tone Sashiko texture cranes in flight two smaller florals and a cloudlike texture with lovely gold dots.,"<span>The&nbsp;</span><em>Akahana</em><span>&nbsp;collection features an Asian panel with two graceful red-crowned cranes in flight on a background of bright red peonies and swirling ribbons reminiscent of the traditional ribbon dance. The cranes, peonies, and ribbons are enhanced with fine gold metallic highlights that add an elegant touch. Companion prints include a beautiful peony print on black, a peony border stripe with lots of cutting options, a tone-on-tone Sashiko texture, cranes in flight, two smaller florals, and a cloudlike texture with lovely gold dots.</span><br /><br /><span>Simply frame the panel with the border stripe and layer, quilt, and bind for a quick wall hanging. The collection is also perfect for pieced quilts, table runners, placemats, and pillows featuring fan, kimono, tea bowl, and lantern blocks. Or, have a little fun with the panel and stitch up the stunning quilt and tablemat designed by Gina Gempesaw for the&nbsp;</span><em>Akahana</em><span>&nbsp;collection.&nbsp;</span>",per yard,both,yes,,,19416312,"=""RR25826LtBlue""","=""""","=""""",,,,18344,0.2,24.9,0,0,,,0,0,0,04/10/2016
"="" non-Fabric is measured per yard, ""","=""1460286050-8""","ids:370,385",Fabrics,active,Akahana,Prints include a beautiful peony print on black a peony border stripe with lots of cutting options a tone-on-tone Sashiko texture cranes in flight two smaller florals and a cloudlike texture with lovely gold dots.,"<span>The&nbsp;</span><em>Akahana</em><span>&nbsp;collection features an Asian panel with two graceful red-crowned cranes in flight on a background of bright red peonies and swirling ribbons reminiscent of the traditional ribbon dance. The cranes, peonies, and ribbons are enhanced with fine gold metallic highlights that add an elegant touch. Companion prints include a beautiful peony print on black, a peony border stripe with lots of cutting options, a tone-on-tone Sashiko texture, cranes in flight, two smaller florals, and a cloudlike texture with lovely gold dots.</span><br /><br /><span>Simply frame the panel with the border stripe and layer, quilt, and bind for a quick wall hanging. The collection is also perfect for pieced quilts, table runners, placemats, and pillows featuring fan, kimono, tea bowl, and lantern blocks. Or, have a little fun with the panel and stitch up the stunning quilt and tablemat designed by Gina Gempesaw for the&nbsp;</span><em>Akahana</em><span>&nbsp;collection.&nbsp;</span>",per yard,both,yes,,,19416313,"=""RR25826LtPink""","=""""","=""""",,,,18344,0.2,24.9,0,0,,,0,0,0,04/10/2016
"="" non-Fabric is measured per yard, ""","=""1460286050-9""","ids:370,385",Fabrics,active,Akahana,Prints include a beautiful peony print on black a peony border stripe with lots of cutting options a tone-on-tone Sashiko texture cranes in flight two smaller florals and a cloudlike texture with lovely gold dots.,"<span>The&nbsp;</span><em>Akahana</em><span>&nbsp;collection features an Asian panel with two graceful red-crowned cranes in flight on a background of bright red peonies and swirling ribbons reminiscent of the traditional ribbon dance. The cranes, peonies, and ribbons are enhanced with fine gold metallic highlights that add an elegant touch. Companion prints include a beautiful peony print on black, a peony border stripe with lots of cutting options, a tone-on-tone Sashiko texture, cranes in flight, two smaller florals, and a cloudlike texture with lovely gold dots.</span><br /><br /><span>Simply frame the panel with the border stripe and layer, quilt, and bind for a quick wall hanging. The collection is also perfect for pieced quilts, table runners, placemats, and pillows featuring fan, kimono, tea bowl, and lantern blocks. Or, have a little fun with the panel and stitch up the stunning quilt and tablemat designed by Gina Gempesaw for the&nbsp;</span><em>Akahana</em><span>&nbsp;collection.&nbsp;</span>",per yard,both,yes,,,19416314,"=""RR25827Black""","=""""","=""""",,,,18344,0.2,24.9,0,0,,,0,0,0,04/10/2016
"="" non-Fabric is measured per yard, ""","=""1460286050-10""","ids:370,385",Fabrics,active,Akahana,Prints include a beautiful peony print on black a peony border stripe with lots of cutting options a tone-on-tone Sashiko texture cranes in flight two smaller florals and a cloudlike texture with lovely gold dots.,"<span>The&nbsp;</span><em>Akahana</em><span>&nbsp;collection features an Asian panel with two graceful red-crowned cranes in flight on a background of bright red peonies and swirling ribbons reminiscent of the traditional ribbon dance. The cranes, peonies, and ribbons are enhanced with fine gold metallic highlights that add an elegant touch. Companion prints include a beautiful peony print on black, a peony border stripe with lots of cutting options, a tone-on-tone Sashiko texture, cranes in flight, two smaller florals, and a cloudlike texture with lovely gold dots.</span><br /><br /><span>Simply frame the panel with the border stripe and layer, quilt, and bind for a quick wall hanging. The collection is also perfect for pieced quilts, table runners, placemats, and pillows featuring fan, kimono, tea bowl, and lantern blocks. Or, have a little fun with the panel and stitch up the stunning quilt and tablemat designed by Gina Gempesaw for the&nbsp;</span><em>Akahana</em><span>&nbsp;collection.&nbsp;</span>",per yard,both,yes,,,19416315,"=""RR25827Blue""","=""""","=""""",,,,18344,0.2,24.9,0,0,,,0,0,0,04/10/2016
"="" non-Fabric is measured per yard, ""","=""1460286050-11""","ids:370,385",Fabrics,active,Akahana,Prints include a beautiful peony print on black a peony border stripe with lots of cutting options a tone-on-tone Sashiko texture cranes in flight two smaller florals and a cloudlike texture with lovely gold dots.,"<span>The&nbsp;</span><em>Akahana</em><span>&nbsp;collection features an Asian panel with two graceful red-crowned cranes in flight on a background of bright red peonies and swirling ribbons reminiscent of the traditional ribbon dance. The cranes, peonies, and ribbons are enhanced with fine gold metallic highlights that add an elegant touch. Companion prints include a beautiful peony print on black, a peony border stripe with lots of cutting options, a tone-on-tone Sashiko texture, cranes in flight, two smaller florals, and a cloudlike texture with lovely gold dots.</span><br /><br /><span>Simply frame the panel with the border stripe and layer, quilt, and bind for a quick wall hanging. The collection is also perfect for pieced quilts, table runners, placemats, and pillows featuring fan, kimono, tea bowl, and lantern blocks. Or, have a little fun with the panel and stitch up the stunning quilt and tablemat designed by Gina Gempesaw for the&nbsp;</span><em>Akahana</em><span>&nbsp;collection.&nbsp;</span>",per yard,both,yes,,,19416316,"=""RR25827Gold""","=""""","=""""",,,,18344,0.2,24.9,0,0,,,0,0,0,04/10/2016
